_id,business_id,categories,city,is_open,name,review_count,stars,state
640ba2188e928c352265d56a,5cz1XbgalpQ89gsNQwneVQ,"Restaurants, Pizza, Italian",Tampa,0,Portofino's Italian Kitchen,59,4.0,FL
640ba2188e928c352265d56b,rBE5TT_ndOOczNBrbRnJwA,"Greek, Restaurants, Mediterranean",Tampa,1,Dio Modern Mediteranean,325,4.0,FL
640ba2188e928c352265d56c,oRZzKWdyMQld6N_y4UWkAg,"Latin American, Restaurants, Peruvian, Seafood",Tampa,1,Terra Sur Cafe,316,4.0,FL
640ba2188e928c352265d571,H2nFgEFitRk7ltE8IRH0xA,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos",Tampa,1,Taco Bell,42,2.5,FL
640ba2188e928c352265d573,_HcAoG6Jj_XTj4-XNEbo6Q,"Sports Bars, Breakfast & Brunch, Mexican, Nightlife, Tex-Mex, Restaurants, Sandwiches, Bars",Tampa,1,Fuzzy's Taco Shop,172,3.0,FL
640ba2188e928c352265d574,q40E5X_HdjeM_Kl1BE7Gtg,"Asian Fusion, Restaurants, Thai",Tampa,0,Orchid Thai Foods,62,4.5,FL
640ba2188e928c352265d575,QNxXsVPYcecUuhGRG-88OQ,"Wraps, American (New), Vegan, Breakfast & Brunch, Restaurants",Tampa,1,Harvest Bowl Eatery & Market,101,4.0,FL
640ba2188e928c352265d576,hTyJhpH7Bl5moMWQb4Sosg,"Gluten-Free, Poke, Food, Restaurants, Hawaiian",Tampa,1,Island Fin Poké,88,5.0,FL
640ba2188e928c352265d579,WcUS0B2iFLPAsdUZMwKkWw,"Seafood, Restaurants, Sandwiches",Tampa,0,Surf and Turf Cafe,5,3.0,FL
640ba2188e928c352265d57d,jcmqREAt1nOg3ABv4ZeD3w,"Cocktail Bars, Seafood, Bars, Nightlife, Restaurants, Tapas/Small Plates",Tampa,1,Julian Restaurant,27,4.5,FL
640ba2188e928c352265d580,jWcVzCpSayMyIPMniHpQjg,"Restaurants, Pizza, Italian",Tampa,0,Amore Mio,29,4.0,FL
640ba2188e928c352265d581,v8IbZ6wcvdyGqWpbDKDvfA,"Sushi Bars, Fast Food, Japanese, Restaurants",Tampa,0,YO! Sushi,121,4.0,FL
640ba2188e928c352265d583,5fvs7pOE6amG17SiPovxjw,"Restaurants, Mediterranean, Pizza, Burgers, Breakfast & Brunch, Turkish, Kebab",Tampa,1,Paradise Pizza Cafe,7,2.5,FL
640ba2188e928c352265d584,VZfc50XVwgdCecH4YbGNFg,"American (New), Diners, American (Traditional), Restaurants",Tampa,0,EATS! American Grill,323,4.0,FL
640ba2188e928c352265d58b,a8eIw8vCk-kIe__G6NUfaA,"Chinese, Restaurants",Tampa,0,China Wok,17,3.5,FL
640ba2188e928c352265d58d,WQ832PDnsDshhbQFm83ISg,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars",Tampa,1,Villagio Cinemas,285,3.0,FL
640ba2188e928c352265d58e,TTsBa6e2qgIEkiFQfYLmYA,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, American (Traditional), Food, Desserts, Hot Dogs, Restaurants",Tampa,1,Twistee Treat - New Tampa,70,3.5,FL
640ba2188e928c352265d58f,j5U5O3scMvPe67jzJcWFug,"Restaurants, Chicken Shop, Chicken Wings, Salad, Fast Food",Tampa,1,Zaxby's Chicken Fingers & Buffalo Wings,37,3.0,FL
640ba2188e928c352265d592,_uQEKHH0R5fxrYkLrUI9pQ,"Szechuan, Noodles, Restaurants, Chinese",Tampa,1,Gu Wei Noodles & Grill,40,4.5,FL
640ba2188e928c352265d594,gi90NMmRhzl8vzM83UNOVA,"Food, Sandwiches, Restaurants, Fast Food",Tampa,1,Subway,14,3.0,FL
640ba2188e928c352265d595,I1h0GRYp86eX-XqwVXsSGA,"Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek",Tampa,1,Zeko's Mediterranean Grill,345,4.5,FL
640ba2188e928c352265d598,J8j18KB--ZH4MjTQryPEpA,"Burgers, Fast Food, Restaurants",Tampa,1,Burger King,11,2.0,FL
640ba2188e928c352265d59e,ov-hBIrfk_f1_UdKzu_Nrw,"Restaurants, Cuban",Tampa,0,Sulas,7,4.0,FL
640ba2188e928c352265d59f,p21PCK17H3WL56KSr4Ykig,"Restaurants, Pizza",Tampa,1,ABC Pizza House,121,4.0,FL
640ba2188e928c352265d5a0,3n_G-_DwOJ2VS4uGxBN6sg,"Chinese, Noodles, Seafood, Chicken Wings, Restaurants",Tampa,1,Lan Zhou Lamen,78,4.0,FL
640ba2188e928c352265d5a1,mKZEuPNLVe4yRL0UfxFPTg,"Modern European, American (New), Farmers Market, Cafes, Restaurants, American (Traditional), Breakfast & Brunch, Food",Tampa,0,Season's Fresh,104,4.5,FL
640ba2188e928c352265d5a2,AODksDNj5mH953cyhUG1Qw,"Laotian, American (Traditional), Asian Fusion, Salad, Pan Asian, Sushi Bars, Food Trucks, Food, Noodles, Restaurants, Thai",Tampa,1,Thai 5 Fast Food,336,4.0,FL
640ba2188e928c352265d5a6,o6jfwLREaGy1mwAEybjOkg,"Food, Desserts, Breakfast & Brunch, Restaurants, American (Traditional), Greek, Italian",Tampa,1,Stefano Greek Italian Restaurant,106,4.0,FL
640ba2188e928c352265d5ab,Xsvi9wYhD7u5XrK2EKDd8w,"Pizza, Restaurants",Tampa,1,Five Star Pizza,95,4.0,FL
640ba2188e928c352265d5ac,Uq1o6DXKALmjdElXp4mEtQ,"Breakfast & Brunch, Restaurants, Dominican, Caribbean, Food, Coffee & Tea",Tampa,1,Capricho’s,8,5.0,FL
640ba2188e928c352265d5ad,s4VzQaUCrgwPuViQYOqC2w,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch, American (Traditional), Diners",Tampa,1,Ranch House Restaurant,39,3.5,FL
640ba2188e928c352265d5b3,OIES_WhdNux3PmvSuPM-8Q,"Restaurants, Japanese, Sushi Bars",Tampa,1,Toki Sushi,106,4.0,FL
640ba2188e928c352265d5b9,w0lcP2ngFaUpBGi5yzlYDw,"Restaurants, Caribbean",Tampa,1,Yah Mon,697,4.5,FL
640ba2188e928c352265d5bb,UGebrYgNZrMzbGbcI01JWA,"Juice Bars & Smoothies, Restaurants, Chicken Wings, Food, Asian Fusion, Ice Cream & Frozen Yogurt, Desserts",Tampa,1,Hiccups & Churroholic,108,4.5,FL
640ba2188e928c352265d5bd,EjFp57Nd4bVgb5GNn-XnuA,"Chinese, Sushi Bars, Japanese, Restaurants",Tampa,1,Tokyo,155,3.5,FL
640ba2188e928c352265d5c2,5fqP38clcV-paOJL74SuVA,"Greek, Restaurants, Breakfast & Brunch",Tampa,1,Submarine Gyro Town,12,3.5,FL
640ba2188e928c352265d5c3,bN7KQSVbEmRVJnQEkl3vkw,"Restaurants, Sandwiches, Salad, Seafood",Tampa,1,Nicks Gyros and Subs,29,3.5,FL
640ba2188e928c352265d5c4,gEltZpDpY54boc3SaerMtg,"Caribbean, Restaurants",Tampa,0,Irie Bay Cafe,16,3.5,FL
640ba2188e928c352265d5c6,C1QkJ4s_p3hMTrvOgM7ssA,"Juice Bars & Smoothies, Active Life, Fitness & Instruction, Burgers, Acai Bowls, Food, Vegan, Salad, Specialty Food, Restaurants, Yoga, Health Markets",Tampa,1,The Enerjuicer,122,3.5,FL
640ba2188e928c352265d5c7,WO5nr-4sjVs506BdCLL0aA,"Restaurants, Japanese, Asian Fusion, Sushi Bars, Teppanyaki",Tampa,1,Kuchi Sushi & Hibachi,319,4.0,FL
640ba2188e928c352265d5d2,aFOXqgKSeSCvq4UU0rPdHA,"Restaurants, Latin American",Tampa,1,El Manjar,17,4.0,FL
640ba2188e928c352265d5d6,z06yuwkwWjgXAxnlZKg1yw,"American (Traditional), Restaurants, Fast Food, Cajun/Creole, Chicken Wings",Tampa,1,Popeyes Louisiana Kitchen,28,2.0,FL
640ba2188e928c352265d5da,oqP1oQEycpp4J6u5YebRoQ,"American (Traditional), Restaurants, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Bars, Nightlife",Tampa,1,American Social,768,3.5,FL
640ba2188e928c352265d5dc,uAbUh-mivr8AFoEbk-gANA,"Fruits & Veggies, Restaurants, Mexican, Specialty Food, Food, Juice Bars & Smoothies",Tampa,1,XT Munchies,5,4.0,FL
640ba2188e928c352265d5e0,r7sU7DuN2wM1OyjLHe6_pg,"Chicken Wings, Sandwiches, Italian, Restaurants, Pizza",Tampa,1,Hungry Howie's Pizza & Subs,12,2.5,FL
640ba2188e928c352265d5e3,P3qii5-Hch2tDd1e59znXQ,"Food, Restaurants, Cuban, Cafes",Tampa,1,Franci's Cafe,34,4.5,FL
640ba2188e928c352265d5e4,encfXG_jrG1M6gX1IqrHrw,"Restaurants, Seafood, Steakhouses",Tampa,0,Ballyhoo Grill,262,3.5,FL
640ba2188e928c352265d5e6,YRWRq25_XCUeeqSlK1QZLA,"Restaurants, Pizza",Tampa,1,Wall St Pizza,21,4.0,FL
640ba2188e928c352265d5e8,jnge13lFtiLGXQEo5NwSYw,"Bakeries, Custom Cakes, Food, Restaurants",Tampa,1,Sucre Table,67,4.5,FL
640ba2188e928c352265d5ea,Qg9Sx8RwqnpYKQeSjfPh2w,"Food, Restaurants, Cafes, Bakeries",Tampa,0,Le Mouton Noir Bakehouse,35,3.5,FL
640ba2188e928c352265d5ee,y3iKFTk_sgIXCT6fNcBn_Q,"Chicken Wings, Bars, Restaurants, Nightlife, American (Traditional), Tex-Mex",Tampa,1,Chili's,114,2.0,FL
640ba2188e928c352265d5f0,LRGbuufLJqxsDYsY7_Gx6A,"Restaurants, Burgers, Breakfast & Brunch, Fast Food",Tampa,1,Wendy's,13,2.5,FL
640ba2188e928c352265d5f1,gNqYUPKGfZJycaZhCsi7xQ,"Greek, American (Traditional), Restaurants, Pizza",Tampa,1,Marty's Cafe,14,3.0,FL
640ba2188e928c352265d5f8,txasGoZ1qB5toVaFiTbpmQ,"Restaurants, American (Traditional), Breakfast & Brunch",Tampa,1,The Brunchery,88,4.0,FL
640ba2188e928c352265d5fb,JjcAJybTnaoZ4vdGzf538Q,"Chicken Wings, Cheesesteaks, Pizza, Restaurants",Tampa,0,Romanos Pizza Express,13,3.0,FL
640ba2188e928c352265d5fd,CtNglIJY2yp05rZpG9F3tA,"Middle Eastern, Food, Grocery, Halal, International Grocery, Meat Shops, Arabic, Restaurants, Specialty Food",Tampa,1,Sultan Market,10,5.0,FL
640ba2188e928c352265d5ff,3OGzmGqWwsyGLkhnxrA9Pw,"Pizza, Restaurants, Gluten-Free, Vegan",Tampa,1,Gourmet Pizza Company,185,4.0,FL
640ba2188e928c352265d600,CGVpuQ3FpPWyYFQJQlsjLQ,"Restaurants, Bars, Spanish, Tapas/Small Plates, Nightlife, Cocktail Bars, Mediterranean, Tapas Bars",Tampa,0,Mole y Abuela,201,4.0,FL
640ba2188e928c352265d604,qpfMY-wl7sm1SChElC6vtQ,"Restaurants, German",Tampa,0,German Bistro,25,4.0,FL
640ba2188e928c352265d607,xkTjLbBC7uB-rAIDqAm-sw,"Street Vendors, Restaurants, Mexican, Food Trucks, Food, Seafood",Tampa,1,Los Comparres,339,4.5,FL
640ba2188e928c352265d609,n6zEr09OC7WigrxfQ4rjQQ,"Beer Bar, Sandwiches, Nightlife, Bars, Cafes, Restaurants",Tampa,1,Rickenbacker's,5,4.0,FL
640ba2188e928c352265d60c,R0HjMCL_m5wjBeUpOXqzdA,"Food, Restaurants, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Hot Dogs",Tampa,1,Twistee Treat - Sheldon,58,4.0,FL
640ba2188e928c352265d60d,mLNSOU8Ki0Fm09xd6ZKkcA,"Music Venues, Bars, Restaurants, Italian, Steakhouses, Nightlife, Arts & Entertainment, Cocktail Bars",Tampa,1,Timpano Hyde Park,380,3.5,FL
640ba2188e928c352265d612,V3BE5TB1LOWbne3r-fWLsg,"Food Trucks, Restaurants, Food, Japanese, Korean",Tampa,0,Kind Grinds,6,4.5,FL
640ba2188e928c352265d613,07i5EdI8v2FBhVV-rya8Wg,"Latin American, Restaurants, Salvadoran",Tampa,1,Pupuseria & Cafeteria Centroamericana,137,4.5,FL
640ba2188e928c352265d615,knA3b_WnHUJAyrIzzL9Lrg,"Event Planning & Services, Restaurants, Food, Wraps, Caterers, Salad, Sandwiches, Food Delivery Services",Tampa,1,Earl of Sandwich,100,3.5,FL
640ba2188e928c352265d616,Q5odYgHa-ApKOPVrEFmRQA,"Music Venues, Bars, Arts & Entertainment, Tex-Mex, Restaurants, Karaoke, Nightlife",Tampa,1,Centro Cantina,107,3.0,FL
640ba2188e928c352265d61b,7BdU02Hf1QQx5YE3WYGcxQ,"Fast Food, Restaurants, Burgers",Tampa,1,Checkers,13,1.5,FL
640ba2188e928c352265d61d,cg4JFJcCxRTTMmcg9O9KtA,"Wine Bars, Desserts, Bars, American (New), Nightlife, Restaurants, Italian, Food, Salad, Breakfast & Brunch, Pizza",Tampa,1,Ava,544,3.5,FL
640ba2188e928c352265d61e,FOtDhobe5Os8A7zSI_MvrA,"Venues & Event Spaces, Event Planning & Services, Country Clubs, Arts & Entertainment, Caterers, Bars, Comfort Food, Breakfast & Brunch, Tapas/Small Plates, Restaurants, Sandwiches, Nightlife",Tampa,1,Bayscape at Heritage Isles,20,4.0,FL
640ba2188e928c352265d620,ntewVyhJ6C8H0U_KkduioQ,"Pizza, Nightlife, Wine Bars, Food, Bars, Comfort Food, Desserts, American (New), Restaurants",Tampa,1,Mise En Place Bistro,8,3.5,FL
640ba2188e928c352265d624,tl6CbSRA1txPHavvrQZfDA,"Restaurants, Latin American",Tampa,1,Plato Latino,55,4.0,FL
640ba2188e928c352265d625,u8CwR6jZgKqBPCjBViEWcQ,"American (Traditional), Restaurants",Tampa,0,Honey's,6,3.5,FL
640ba2188e928c352265d626,_O16xyQwp0YSTG2RgweRYA,"Italian, Hair Salons, Pizza, Restaurants, Beauty & Spas",Tampa,0,Luigi's Italian Restaurant,37,3.5,FL
640ba2188e928c352265d62a,ZC0_EKG2MSu0qaQj4TY6sw,"American (Traditional), Hot Dogs, Restaurants",Tampa,0,Hot Willy's,10,4.5,FL
640ba2188e928c352265d62b,zPmSsAdvoBbo94msaYCLYg,"Restaurants, Chinese, Seafood",Tampa,0,Chopstix,32,3.0,FL
640ba2188e928c352265d62c,FxBwl9Grthz-75q8xemfxQ,"Mexican, Restaurants, Tacos",Tampa,1,Taco Bus,5,1.5,FL
640ba2188e928c352265d62e,6HRbMeGq5Y4hqRkgXnG6Ig,"Restaurants, Food, Coffee & Tea",Tampa,0,Naviera Coffee Mills,24,4.0,FL
640ba2188e928c352265d62f,Dwwt8KwB0iyf86aE4p4vSQ,"Restaurants, Bars, Nightlife, Cuban",Tampa,1,La Giraldilla,27,3.0,FL
640ba2188e928c352265d634,AIz4DpQVVpeC9tiNnGLy_g,"Seafood, Restaurants",Tampa,0,Monstah Lobstah,34,4.0,FL
640ba2188e928c352265d635,xGUAa3xa8KsmbolC3XboQg,"Mexican, Tacos, Food, Restaurants, Food Trucks, Tex-Mex",Tampa,0,Xtreme Tacos,193,4.5,FL
640ba2188e928c352265d636,ugSj0rWlWQ57-FuKuieGXA,"Sandwiches, Bars, Italian, Nightlife, Beer Bar, Pizza, Restaurants",Tampa,1,Tampa Pizza Co - Westchase,81,4.0,FL
640ba2188e928c352265d637,e9J0IWHyYGU-AcCqTQ7lSA,"Restaurants, Sushi Bars, Japanese",Tampa,0,Kaisen Sushi,69,4.0,FL
640ba2188e928c352265d639,BVndHaLihEYbr76Z0CMEGw,"Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch",Tampa,1,Mamas Kitchen,162,4.5,FL
640ba2188e928c352265d63b,LkskzKzo_S8YmG1dGn4hag,"Tex-Mex, Mexican, Restaurants",Tampa,1,Tijuana Flats,104,4.0,FL
640ba2188e928c352265d63c,B2wSy1zQCdZgDXOkhAKGDQ,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",Tampa,1,Embassy Suites by Hilton Tampa Downtown Convention Center,209,2.5,FL
640ba2188e928c352265d63f,qf4LecJDQWIt0gt6VJWFPw,"Burgers, Steakhouses, Restaurants, American (Traditional)",Tampa,1,Frontier Steakhouse,95,3.5,FL
640ba2188e928c352265d640,EmbZ4QwVt_zgfqMOCATsyA,"Food, Bakeries, Restaurants",Tampa,1,Let Them Eat Cake,37,3.5,FL
640ba2188e928c352265d641,Yh_KhyVD6ZBwsIQQ1wSUpw,"Vietnamese, Restaurants",Tampa,1,Pho An Hoa Restaurant,160,4.0,FL
640ba2188e928c352265d643,lZyINQz8hoGZk-WhqXy0Sw,"Cafes, Cuban, Restaurants, Nightlife, Bars",Tampa,0,Above The Salt Cafe,41,5.0,FL
640ba2188e928c352265d645,YEJh9kUueYsB_OSY11HXUA,"Latin American, American (Traditional), Restaurants",Tampa,1,The Spaniard,31,4.0,FL
640ba2188e928c352265d648,h8iDZcXLDicI_Wg8fwl-ig,"Cuban, Restaurants, Food Tours, Yelp Events, Tours, Educational Services, Hotels & Travel, Education, Local Flavor",Tampa,1,Ybor City Food Tours,15,4.5,FL
640ba2188e928c352265d64d,AjzEFdI4hheVodEJZLLJzA,"Colombian, Event Planning & Services, Latin American, Specialty Food, Food Delivery Services, Caterers, Ethnic Food, Barbeque, Cafes, Food, Soup, Breakfast & Brunch, Spanish, Restaurants",Tampa,1,Asados Al Carbon,26,3.0,FL
640ba2188e928c352265d650,SySSMQNIfXN4KZyMtEukEw,"Steakhouses, Brazilian, Restaurants, Food",Tampa,0,Boizao,66,3.5,FL
640ba2188e928c352265d653,ymy2ykGH2kjcPIitZQkkUg,"Vegetarian, Pakistani, Indian, Restaurants, Halal",Tampa,1,Kurry Xpress,46,4.0,FL
640ba2188e928c352265d654,lmmPwUAK2F2sV3Tvx0pDHQ,"Pizza, Restaurants",Tampa,1,Papa John's Pizza,8,3.5,FL
640ba2188e928c352265d656,buhO8vRCaEoNvlxU0AJRpQ,"Food, Coffee & Tea, Restaurants",Tampa,0,Starbucks,28,2.5,FL
640ba2188e928c352265d657,Jx2AoB_IQOUrZ3s6fdAUSA,"Coffee & Tea, Food, Internet Cafes, Cafes, Restaurants",Tampa,1,Sips Specialty Coffee House,219,4.5,FL
640ba2188e928c352265d658,8K73iRrUIXcwTB5SKetptQ,"Japanese, Restaurants, Seafood, Sushi Bars",Tampa,0,Sushi-Haru,63,3.5,FL
640ba2188e928c352265d65a,NA3oFJQBle5iulhYu2b1tA,"Hot Dogs, Restaurants, Burgers, Chicken Wings",Tampa,0,Isaacs World Famous,44,4.0,FL
640ba2188e928c352265d65d,-lhHSR1Aws4CyYC1XOPVTw,"Greek, Restaurants, Sandwiches, Cafes, Salad",Tampa,1,Louis Pappas Fresh Greek,156,4.0,FL
640ba2188e928c352265d663,P0yKtQ4cFjNTY1X2CIdzBw,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",Tampa,1,Grand Hyatt Tampa Bay,246,4.0,FL
640ba2188e928c352265d664,JhwFBmMtZUejWLuEQfGoTg,"Restaurants, Food Trucks, Mexican, Tex-Mex, Tacos, Food, Latin American",Tampa,1,Los Comales,19,4.5,FL
640ba2188e928c352265d666,_A1Dr1Ms8PUuAif7bR_Zcw,"Restaurants, Italian",Tampa,0,IL Terrazzo,5,3.0,FL
640ba2188e928c352265d668,qa1fGa9u0_awl-A8CinLRg,"Sandwiches, Desserts, Salad, Restaurants, Food, Delis",Tampa,1,McAlister's Deli,72,4.0,FL
640ba2188e928c352265d66d,vmbc2yhml5Z54MknbHKbBA,"Wineries, Grocery, Delis, Restaurants, Arts & Entertainment, Food, Bakeries",Tampa,1,Publix,9,3.0,FL
640ba2188e928c352265d671,DVG3oqNuDZbTDe3zCUZsng,"Women's Clothing, Community Service/Non-Profit, Restaurants, Bars, Nightlife, Professional Services, Italian, Shopping, Fashion, Venues & Event Spaces, Event Planning & Services, Local Services",Tampa,1,Italian Club,8,3.5,FL
640ba2188e928c352265d673,mm4gSCCJXuAZFWDkESMjmw,"Bars, American (New), Beer, Wine & Spirits, Food, Restaurants, Nightlife",Tampa,0,Green Iguana Bar & Grill,24,3.0,FL
640ba2188e928c352265d676,bjl2Xtm9kCWsCqz0OkS75g,"Sandwiches, Pubs, Bars, Nightlife, Dive Bars, Restaurants",Tampa,1,Tapper Pub,29,4.0,FL
640ba2188e928c352265d677,_VB4EIoGdAR4sBB6rApEAg,"Restaurants, Diners, Breakfast & Brunch",Tampa,0,Pop N Sons Diner,160,4.0,FL
640ba2188e928c352265d679,3hlI68hS0pKFY6_rK5UU_g,"Juice Bars & Smoothies, Poke, Food, Hawaiian, Restaurants, Acai Bowls",Tampa,1,Big Island Poke,128,4.0,FL
640ba2188e928c352265d67a,ySXKjndttZjNy3kcqRqG3g,"Sandwiches, Fish & Chips, Restaurants",Tampa,0,Islamorada Fish Company Restaurant,136,2.5,FL
640ba2188e928c352265d67b,s8eXjE9r0vo78hzb3Br7cQ,"Restaurants, Coffee & Tea, Sandwiches, Food",Tampa,0,Bay City Sandwich Shop,10,4.5,FL
640ba2188e928c352265d67e,7tN8hIXdQlfc7Lf5OOyjeg,"American (Traditional), Nightlife, Chicken Wings, Restaurants, Bars, Sports Bars, Fish & Chips",Tampa,0,Gator's Dockside - Tampa,158,3.5,FL
640ba2188e928c352265d67f,auH0BAgcZwxuQFKmvwy5PQ,"American (Traditional), Italian, Personal Chefs, Restaurants, Event Planning & Services, Sandwiches, Caterers",Tampa,1,Chef Tony Macaroni,5,5.0,FL
640ba2188e928c352265d683,Swjkmg5qAHT6hwXQRWQoHQ,"American (New), Breweries, Food, American (Traditional), Restaurants, Gastropubs",Tampa,1,Tampa Bay Brewing Company Westchase,476,4.0,FL
640ba2188e928c352265d689,lH3tplAcbNrNL0nJoyXCNA,"Breakfast & Brunch, Restaurants, Diners, Cafes",Tampa,1,Keke's Breakfast Cafe,163,4.5,FL
640ba2188e928c352265d68d,WWnRdTjwaTnsLSJX95j-Zw,"Lounges, Restaurants, Mexican, Nightlife, Bars, Tex-Mex",Tampa,0,Hablo Taco,268,3.5,FL
640ba2188e928c352265d690,nROgQ9JIN0sjv-i5R1rHcA,"Food, Restaurants, Fast Food, Burgers, Coffee & Tea",Tampa,1,McDonald's,21,2.0,FL
640ba2188e928c352265d694,geMJbmX310M5VYe2f7au8Q,"American (Traditional), Restaurants, Caterers, Event Planning & Services, Salad, Cafes, Sandwiches",Tampa,1,Inside the Box,27,4.0,FL
640ba2188e928c352265d69b,V0UWjalp7XsZ6SPpoKMpbw,"Restaurants, Food, Grocery, Latin American, Sandwiches, Delis",Tampa,1,Sal's Bodega Charcuterie,5,4.5,FL
640ba2188e928c352265d6a1,sjueAFshWHWkKn5a1AymuQ,"Local Flavor, Event Planning & Services, American (Traditional), Bars, Nightlife, Restaurants, Gastropubs, Venues & Event Spaces",Tampa,1,District Tavern,227,4.0,FL
640ba2188e928c352265d6a3,z55MjytBCcIza_LFT73Lzg,"Sandwiches, Restaurants",Tampa,1,Palm Avenue Sandwich Shop,41,4.0,FL
640ba2188e928c352265d6a7,tMgvxx3uQCQkXiFIhNaz5Q,"Italian, Restaurants, Pizza",Tampa,0,DeLosa's New York Pizza,8,3.0,FL
640ba2188e928c352265d6a8,sdLBeQVxRb0vbAuOB4rTvw,"Tacos, Breakfast & Brunch, Restaurants, Mexican, Latin American",Tampa,1,El Señor De Los Tacos,60,3.5,FL
640ba2188e928c352265d6aa,X-IWPL5GY6ejEciBGMVK9A,"Italian, Restaurants",Tampa,0,Cellini,8,3.5,FL
640ba2188e928c352265d6ab,qppGA9vCUPfw9ngOy_R90w,"Restaurants, Bars, Tapas/Small Plates, Nightlife, American (New), Venues & Event Spaces, Event Planning & Services, Wine Bars",Tampa,1,Cru Cellars - Palma Ceia,184,4.0,FL
